-30,88,-96,-96
57,71,-80,-63
84,86,17,-16
-76,56,-79,-65
37,71,-82,-81
21,-72,43,-98
-67,-39,-33,-96
-65,-8,95,84
-46,31,71,75
54,75,-29,78
19,22,-86,-96
0,-13,78,-91
31,23,-52,-53
81,-31,35,22
16,66,31,-29
13,17,8,63
-64,89,-51,-71
-91,51,57,28
-35,7,83,-25
42,83,1,-29
91,76,12,-37
20,28,-87,45
15,47,93,-32
71,-2,63,25
22,67,-62,-78
-79,80,-84,42
-66,91,-45,-81
-39,89,40,-40
-98,-35,81,-25
-70,-87,-2,88
-90,51,100,9
87,-59,-69,-38
-97,-93,-67,83
5,-71,75,84
-14,-94,-81,-83
30,-85,-23,63
43,67,42,71
-97,-89,-75,33
-12,23,97,-27
-59,16,49,-8
78,48,-3,99
71,-61,80,-87
-8,35,-9,55
44,69,74,93
-24,23,-68,58
-30,-91,-95,-74
18,-73,9,74
62,97,-29,-84
61,11,11,7
-74,-53,-14,-16
-9,73,1,76
97,32,-12,-85
27,5,19,84
-4,73,-55,10
68,56,-57,76
60,90,60,71
-75,84,73,97
10,-35,-38,-95
-30,99,63,47
-54,-48,-22,-19
-38,98,-38,45
-24,-60,6,84
27,-13,-15,24
-81,-97,-60,-18
28,57,16,-42
-81,-90,-95,-27
-55,-2,93,-61
42,49,-78,0
-24,31,28,79
-100,-33,-2,95
63,-100,14,2
-49,97,-71,-8
49,91,-57,22
-38,46,55,-1
73,-97,-72,74
29,53,-94,-47
-39,33,-15,-100
-3,-86,38,-63
61,-66,29,60
69,93,85,-22
55,-34,-46,-56
-50,41,3,-55
81,-38,14,-55
42,-39,35,44
-72,68,-44,46
11,97,11,-12
16,91,-20,-42
29,32,2,29
50,48,96,0
-52,-97,31,10
63,72,49,52
-17,-41,-56,-6
-59,-86,34,-29
-76,72,5,33
32,-7,75,43
-13,-10,-65,-28
53,-60,-61,-50
-47,-68,-52,49
85,-40,-30,-76
-20,53,39,-35
-59,-10,73,-92
-59,-15,-98,59
12,73,74,-16
-54,10,-5,38
-25,-17,-30,98
-39,-54,-90,80
16,-13,47,51
66,-38,-8,17
61,40,38,91
42,51,41,79
-81,-93,89,-49
-89,-3,-95,-18
95,5,-87,56
59,-92,52,55
-83,-81,-65,-100
-79,42,-22,66
-64,64,-31,11
77,-43,-34,40
0,-57,-88,69
-7,-78,-59,-91
-86,37,65,-14
-91,46,67,46
17,12,89,48
-9,-30,-60,-64
92,-28,-7,-89
-22,-10,65,37
16,33,87,-22
88,75,87,-56
-67,92,59,26
41,51,-98,34
0,54,-41,69
63,-65,-88,-100
-43,-30,40,-86
51,-29,48,1
-24,37,16,79
-22,40,-72,32
-71,26,-95,11
82,20,23,-19
-29,-83,41,-77
78,19,53,100
27,-71,-100,46
7,-70,19,87
74,-7,-61,92
36,-75,60,-26
53,6,-61,6
-97,3,55,-72
-50,1,-11,-90
-45,-70,-41,54
74,-77,78,-11
24,-50,-57,-56
-27,92,64,-90
11,81,31,30
17,40,43,70
-28,-5,-23,33
50,7,36,32
-22,1,-3,-16
91,-73,-52,-47
-11,-85,88,97
52,86,-2,67
-87,46,72,39
-56,66,-53,-7
-23,10,-35,69
80,1,-92,-36
-61,-52,-48,11
-59,65,-45,-62
-78,43,-15,-36
82,-38,-99,-13
-92,-20,-59,-56
-54,85,-20,19
83,-60,15,13
-7,-60,71,67
-72,-1,58,-75
9,-61,-30,-62
-2,-29,-57,-18
21,78,-66,88
-6,45,91,-3
64,-36,-58,33
36,-19,-84,68
26,81,-97,-44
-16,-67,33,0
100,2,9,8
82,40,70,12
-24,-15,45,2
-81,71,-48,-59
13,78,54,87
83,49,77,62
-97,68,29,98
69,-38,-46,-72
22,45,73,-35
-17,-75,-74,-59
54,-51,-90,-100
-3,18,46,44
-37,-70,-95,-29
-76,-34,-88,-1
51,27,42,34
20,-70,17,-11
1,-26,15,-5
-25,-37,-97,-58
46,-2,-15,-18
50,-23,-29,53
-18,-44,-42,-76
5,65,98,-15
63,58,-18,-95
61,95,24,0
21,-82,37,88
57,-51,52,-61
-97,2,-97,56
15,-37,46,78
99,73,-28,84
-92,-5,77,-23
16,14,31,-2
-99,10,-69,-34
85,30,66,-88
-8,-72,58,68
25,-39,-27,90
60,-63,-27,-63
14,80,54,-49
-88,-3,47,79
63,0,53,88
40,4,-41,-34
12,-46,-56,81
83,19,59,28
27,-99,-11,-77
80,84,8,41
-59,10,94,-97
85,-52,75,-73
-49,-90,-38,-57
46,-74,-75,8
-31,-84,74,25
59,12,53,-32
-78,-74,75,-4
-5,37,29,-18
-12,45,53,-1
59,-3,93,39
-61,-78,-55,9
100,-46,-82,82
-64,-50,-89,91
-30,-100,74,49
-36,-53,-53,97
74,-19,-59,-49
-38,87,-39,12
-62,61,52,-81
-26,-13,82,-73
97,-75,41,-89
-11,61,-22,3
-14,-85,-93,-35
-59,-87,88,40
21,48,-57,-19
50,-10,-11,85
-34,-82,25,86
-95,-100,37,100
-73,97,-66,61
88,-73,-16,-8
-83,-70,-50,31
66,53,96,-98
24,38,-22,-13
9,76,90,-88
18,-27,43,72
-87,69,11,-22
-20,-34,19,37
4,74,84,16
-40,-94,-48,73
-15,23,70,-92
-65,17,-44,-38
98,-38,48,51
-5,-78,45,10
-83,-65,83,-17
47,61,82,-76
57,-36,66,-30
4,-90,-14,-96
4,50,56,22
-2,18,61,65
80,-90,99,45
76,43,49,73
-29,37,48,8
-26,38,-36,33
-86,62,-74,-69
82,26,13,91
-25,-87,43,-23
-42,-17,24,79
90,-13,-15,-45
-91,29,-59,85
-25,-46,-60,24
19,-49,-78,-56
67,-27,2,-84
-97,-47,-81,4
-33,-89,26,-22
-97,54,23,-56
-60,20,-39,-3
-72,65,-33,-92
-29,70,22,-80
73,66,48,83
-84,56,-69,48
68,7,-25,-89
54,16,18,-37
15,52,25,-55
-28,-24,-26,-59
-93,11,-10,16
72,5,50,91
17,41,-18,-86
31,78,56,-22
72,47,-62,-88
51,-17,38,-6
82,8,73,-61
-18,-47,78,-41
69,-78,17,-28
-29,-98,-3,75
16,-78,79,24
-54,-80,63,-55
66,85,67,40
-73,-65,75,0
42,-39,-73,96
-82,-49,-24,-4
59,-71,-52,-64
4,-51,-6,-91
-13,68,40,90
51,75,18,13
-18,-37,16,15
-24,56,-22,-61
36,37,81,-33
11,30,-35,12
-3,60,23,33
-16,-25,60,-14
-70,-83,55,-86
19,57,95,-54
-8,-1,-33,-23
-74,-55,60,51
70,-5,86,-98
50,-75,-81,-95
-5,12,83,-37
99,81,25,-62
-65,-32,-78,-95
-38,15,99,-25
-52,50,5,67
60,-70,40,75
-23,-50,-78,7
-35,46,-3,8
-81,-64,86,81
-30,-63,63,19
-53,88,82,95
-3,-33,-36,88
20,-9,6,18
-92,12,-43,75
-26,-37,47,18
-75,8,-66,-21
20,21,-53,-15
22,42,-86,26
92,86,-82,-16
76,-90,-40,-10
84,-75,53,4
-11,-70,5,-25
-79,64,-59,-63
51,-24,-45,-35
-53,-11,42,12
66,32,63,30
41,44,40,2
-16,15,-24,-37
24,-22,94,65
24,71,21,-9
94,-46,9,-35
-11,64,22,79
-73,71,46,-44
-26,-100,-52,54
-54,-31,-35,-67
99,47,27,-81
15,-67,89,69
79,-23,13,99
94,42,-55,16
4,-30,-1,-6
-76,-96,36,37
-79,22,-94,-54
9,-94,-18,51
-30,36,18,59
-85,-78,0,17
11,26,-16,23
98,-36,28,-13
12,-5,-93,21
-21,89,12,-38
74,-90,88,-58
-94,10,-87,-66
-77,-67,81,-64
74,49,11,89
7,41,38,-30
-3,93,-41,-56
-9,-5,-78,-92
-42,96,-21,-7
29,-73,13,-76
20,-58,8,-48
27,-58,98,66
-65,33,-30,59
4,51,-22,94
-50,47,49,96
-35,-37,-13,-92
74,-24,76,49
96,-70,84,-57
-32,-8,-59,38
65,95,-93,7
-13,28,45,-34
-46,-81,-45,46
-77,-37,-43,-49
-54,-49,60,68
61,15,-97,-37
-64,-13,93,36
7,86,-5,-62
-25,56,22,-47
32,53,70,-44
-68,-74,38,20
5,66,-10,-73
-42,-65,-36,-24
71,-78,-16,77
-87,-73,-4,15
93,-89,85,-71
-21,-89,14,-73
49,24,81,-62
-24,69,-29,-72
-22,77,86,1
67,79,-69,-90
-67,-29,-64,-92
82,-53,3,-53
-91,40,16,-58
-47,84,-85,61
45,-67,59,93
-42,51,42,-88
-75,-11,-68,-20
-68,27,-31,-81
-21,67,-86,-87
-34,80,42,59
6,26,82,100
-32,11,-34,-3
1,22,-75,-97
-94,79,-38,-67
-40,-50,-66,84
16,-99,91,60
96,-31,50,-87
-75,14,-19,98
75,25,31,9
-65,-98,-25,7
-60,21,-78,-77
-60,-92,33,0
55,-93,-5,5
91,80,69,21
69,51,-64,-3
-12,-96,-37,-26
97,72,-96,-49
16,-16,-79,-36
-72,-77,84,59
-57,-3,-41,77
-68,65,66,6
39,21,-21,-3
-17,43,-64,36
97,73,-31,18
25,32,13,-5
-78,-66,-46,36
-56,64,-88,-2
-4,44,-41,-58
-88,-4,-29,-16
86,55,64,94
73,42,-98,77
74,-28,67,-4
43,-57,-69,-38
63,-47,-96,46
-18,83,5,58
38,-11,-35,27
70,-46,90,-60
67,43,-78,-2
-8,-93,-94,89
-88,92,-36,65
-96,-53,-1,-43
40,58,-91,89
58,14,-87,-70
-31,-64,80,-90
-44,5,-20,-15
66,35,47,56
17,-24,4,36
-87,-76,24,18
-90,61,-57,79
22,15,-25,-99
-86,-10,35,-58
-97,-64,68,65
91,-67,-73,18
-13,-17,9,-26
21,-70,-11,90
-83,-28,6,-74
-70,1,-73,-30
-18,-97,83,-65
16,-55,14,-36
-84,52,-19,-3
-87,-62,-40,-71
64,-78,59,92
-52,20,-6,-11
-16,-14,80,-85
81,58,-74,14
-34,24,-26,6
-27,61,-3,-38
54,98,-34,65
-21,35,60,75
-54,-32,-1,35
-55,-11,-18,71
-6,99,-11,-21
75,-85,-89,86
-65,-72,-18,7
13,30,-99,-58
-33,73,90,-93
63,58,-99,-84
-78,67,-75,96
37,-94,93,-51
-47,57,99,-50
68,29,21,-75
69,83,74,27
93,-32,65,67
-4,-30,14,96
-69,-89,78,21
78,2,76,-79
22,14,32,-66
-15,15,20,-45
-63,-97,-61,-80
78,-82,37,17
25,-19,55,27
59,-35,-26,-62
10,30,-34,31
-73,-69,-62,-46
-24,63,-100,-33
-81,59,-57,-3
88,-44,-35,-26
-23,63,96,-36
20,26,-36,58
47,-82,94,42
-29,-20,-36,-45
-51,29,-70,51
50,83,19,-25
68,98,-84,13
-19,82,-33,-56
61,24,76,87
86,34,-38,12
-20,-85,40,-17
-74,53,-94,-26
-44,85,25,-24
-37,-61,72,45
50,21,49,18
49,65,84,4
-55,93,-83,52
78,-95,67,-61
24,62,75,-73
37,-50,-72,-8
47,42,-39,45
-89,7,96,-22
5,87,45,98
-69,19,-44,97
-35,74,50,-91
25,78,-66,45
-72,-32,-31,-67
-57,65,9,27
36,-45,90,-90
-60,-42,90,26
15,-43,-73,-49
-19,-35,-26,53
-28,46,-19,90
-41,-23,73,-67
94,66,-42,-80
5,26,-55,84
-29,-9,8,16
16,-57,-17,53
35,60,25,27
7,67,96,79
-40,-36,-33,13
-22,4,72,26
21,29,49,77
28,-83,57,-36
25,-54,64,15
-80,-25,-73,58
11,-65,98,69
-95,31,40,44
84,-48,4,20
-100,-92,-2,-58
26,-50,87,-79
63,-79,17,21
-52,-62,62,-31
-59,99,8,72
-44,94,-97,54
86,16,-54,-65
-62,-34,-51,0
79,-38,92,2
71,-45,-13,-14
-38,-18,47,80
74,-49,-40,18
89,2,-27,64
-75,22,30,-65
46,17,-14,-29
42,-48,100,44
65,-5,46,11
-96,-93,0,57
4,-64,81,-37
53,-56,100,76
-93,46,38,96
31,-4,70,-43
98,83,-14,-81
14,-49,-62,-37
-68,-69,38,-87
-33,-49,31,67
-5,92,-17,-77
-40,-16,-16,-53
-49,-79,-17,47
39,-14,-94,-43
66,80,27,23
-10,42,-2,52
-25,-55,-91,41
16,92,54,70
-61,1,-85,66
54,41,-84,28
78,62,1,-58
21,-12,-4,-36
7,-91,-50,-13
89,-73,-77,-89
33,-47,-22,-28
90,33,-7,35
-78,17,97,22
63,56,70,-27
-39,67,81,37
-92,-6,5,5
-57,-61,-75,66
-15,35,-78,53
14,-3,-6,-52
-42,-72,-19,34
-39,-6,30,-87
21,-60,53,46
-59,-21,-30,-13
2,64,18,91
-32,-21,94,30
-3,32,-2,-83
-79,-55,-12,-99
-54,-73,72,23
35,-42,81,-52
-74,-73,-3,47
-13,7,-93,51
-70,-60,-99,90
7,-43,-30,58
-15,-91,-23,-94
-54,69,83,-96
52,26,63,-98
5,-69,-54,35
17,-4,5,-81
19,-48,94,-82
29,17,-30,54
45,18,8,91
-95,-70,-96,-53
46,-82,-85,-16
-52,-72,98,-68
-86,-47,65,-9
-85,-90,24,83
-46,-71,26,5
-81,6,-66,-59
-31,87,-85,-46
-86,45,-8,4
-3,-5,69,48
29,59,-74,-77
-14,29,-65,76
-20,-31,22,13
27,1,-2,-3
41,6,-58,60
88,-27,-33,42
-67,-98,2,-42
8,-64,-46,78
61,-55,93,-21
93,-1,-78,-3
76,-31,86,9
-87,73,-85,-38
66,12,39,37
-39,40,-48,34
96,-30,56,-2
-97,-95,4,-34
-88,22,-38,65
15,81,-84,82
-7,68,-46,-98
-38,-18,-13,-91
67,36,4,-81
-62,89,-20,29
30,2,50,-38
-49,-65,-56,45
-98,-62,-74,-76
5,-85,69,-75
-74,24,-12,54
1,96,-75,51
-73,28,-35,92
91,28,79,-80
-77,-39,96,90
45,45,-37,63
58,17,-42,-40
-50,96,50,80
70,16,22,21
47,96,10,90
44,41,-97,-75
96,-86,-81,43
-11,-96,19,-47
28,-90,12,-97
-15,60,-71,-40
79,26,10,56
45,-76,4,58
-96,83,48,-58
-58,30,59,59
100,6,-35,-57
-98,-37,79,79
-56,-41,87,84
86,-70,-67,45
-81,-58,21,-70
19,-38,82,-50
99,-73,89,-88
-25,19,-42,41
-94,-57,20,-73
24,91,94,93
35,30,-47,-59
69,42,-2,29
-35,-21,-42,-1
15,40,-65,-35
27,5,-60,85
-22,51,-71,7
21,77,-34,-22
-89,-57,-20,-95
20,13,70,98
12,-14,-54,-48
-7,-38,52,58
52,33,45,19
-65,-26,88,-24
79,54,-2,-83
84,85,-24,-70
-14,50,-18,33
27,83,19,22
100,25,60,1
-99,81,71,-84
31,-77,-69,-30
-17,63,-56,100
-22,-8,-55,71
-73,-62,30,-70
4,11,-29,-94
-58,-96,-99,-94
-39,88,-83,100
8,-78,-57,-52
-23,32,39,-36
28,23,-11,80
68,41,97,-43
-8,-88,-54,17
37,39,74,2
-38,100,-70,92
65,-77,36,-51
-96,65,-88,34
-73,2,-53,22
41,84,-68,-31
-72,-83,59,-83
-86,-94,-40,-94
38,24,-76,-84
79,89,26,78
-10,-32,-91,7
-54,68,71,-62
-62,-89,-25,-28
-23,-45,12,-86
-74,29,-52,-16
-20,-6,37,96
24,25,9,62
87,-92,51,-98
-81,-67,-37,31
22,-79,72,52
-19,-3,-48,-57
-15,-27,38,-3
20,-89,70,-77
21,-27,-55,-75
39,9,71,68
-82,6,23,50
-9,-6,24,87
-6,83,-11,-42
13,36,-22,-67
-66,27,-12,97
-80,-35,-99,0
-82,29,-94,-100
41,-8,88,0
91,0,-76,-72
-73,-28,33,76
-87,-97,32,-90
-67,-77,-47,5
-50,21,-85,29
-72,-56,-80,2
35,11,56,18
-67,-37,74,-42
57,76,-6,-10
91,-74,-45,32
-1,-83,-85,-86
-47,63,0,95
29,91,11,-39
-39,1,-58,-13
-87,38,-1,36
42,-39,67,-13
-30,-41,-24,-16
55,-93,-34,-66
-46,76,-68,-76
-97,-95,40,-88
-38,82,13,-8
80,18,8,42
77,86,-3,72
-4,73,87,99
92,51,-36,-58
-100,-77,48,-14
-75,21,-64,18
-77,19,-73,-48
-50,-15,-32,74
6,32,-32,15
-97,43,-3,-15
-77,19,65,76
-44,33,15,-87
-18,88,40,44
5,93,45,63
24,-15,19,-86
85,-8,-65,29
-81,-89,-21,-35
-98,-97,-37,75
-81,-1,20,95
-67,-85,-21,-30
-98,-94,28,-57
-75,-20,95,-69
-82,60,-24,10
-86,31,-47,59
-100,-94,-35,-24
-60,56,16,22
-7,60,45,31
-95,-38,-37,16
83,19,92,86
5,80,56,88
23,-93,-26,-43
-70,-50,-22,80
-44,32,-40,38
-25,-20,58,77
-5,44,-93,6
-19,-53,76,25
95,97,-34,-29
15,3,-29,90
47,52,-79,25
-56,-54,23,3
-1,35,-43,47
35,-54,-28,-57
-17,-94,-47,-23
92,89,-60,84
-4,-67,-21,22
-36,-44,-53,100
12,99,-97,49
84,-20,30,5
27,0,77,-27
-67,-84,97,-45
52,7,-85,-68
-80,-21,-100,79
-88,83,-94,-94
99,91,37,22
-38,-27,-35,-9
93,-64,27,-9
-12,-5,-8,-15
52,-75,-75,6
-65,-72,-19,39
-69,100,41,-13
84,-13,69,24
5,25,-90,45
-66,-4,86,44
69,-39,-16,26
-28,68,61,25
-83,19,60,-22
28,-97,-92,5
60,78,2,82
27,24,-99,15
65,-85,-24,-65
19,32,-39,24
-44,-81,-77,-71
11,82,49,67
-87,-30,-6,18
-2,64,99,96
11,87,-70,-12
-69,89,95,-35
-78,-11,74,-27
-84,-96,-70,-51
-4,48,-60,-24
-79,31,-20,-93
52,19,-26,-93
-25,30,-30,71
-61,-8,32,-29
-57,-67,54,-78
-34,4,57,-78
-20,14,-59,-66
-62,10,-55,28
-33,96,3,21
21,17,-55,64
-96,-27,-58,42
-56,-81,8,-1
-24,-65,10,0

